ID	class	tweet
641614562366615552	negative	@MSNBC @HillaryClinton of course she does. She's running for Obama's 3rd term. More free stuff &amp; abortion.
641615794863013889	positive	Obama's going to @MacombCollege to talk about free college. It isn't the 1st time he's used it as a backdrop: http://t.co/oApgsTgRAq
641615885283794944	positive	@OpiningCourt @ron_fournier @jappiter I get a lot of good news from him I may not agree I think he's wrong about Obama but he's on point
641630440898600960	neutral	Obama's DOJ record on protecting voting rights has been just abysmal: was timid on Sec. 5, few Sec. 2 lawsuits, now no 14th amendment claims
641634161388875776	neutral	@TJChristman @GravyLegs1 undocked. May try sending a signal again. Worked fine for months. Black helicopters mucking it up? Obama.
641645016419536896	neutral	@mithellreports:@TheFix:@RuthMarcus:Ruth,U know y GOP's won't support the Iran Deal. GOP's swore on Obama's 1st Inaug Day 2 block him.It's Y
641649277379432448	neutral	@TheDailyEdge the jobs were created cause the economy anticipated a GOP senate... Obama, by definition, is evil! (may contain irony...)
631693323049177088	positive	I'm a PDF convert. I shall seek the almighty Oracle for guidance. @michaelshermer  https://t.co/7D2yYGH6o4
641323415337607168	neutral	One akp MP said on Sunday that whatever the result of the upcoming snap elections will be, they will make Erdogan president.
623951038584762369	positive	Anyone have a track ticket to the Eric Church concert Friday? @_UNISecrets
624049967515090944	neutral	My Iowa people, who is going to Eric Church on Friday at the Jones County Fair???
624230992371392512	positive	I really hope Eric Church covers "Thunder Road" and "Born to Run" tomorrow. That would make my night!
624285620920258562	positive	I'd like to go see Eric Church tomorrow. Friends make it happen
624327375484903426	positive	When you have the best boyfriend ever.... BACK STAGE PASSES TO ERIC CHURCH IN SEPTEMBER @ZSholly
126868993263943682	negative	So im about to make another #twitter account since this one fucked up
126869039233511425	negative	I feel all alone on #twitter. #itstolate
126869063023607808	negative	Good lord #twitter send my bloody tweets! #ihateyourightnow
126869706639544320	negative	#Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs
631842057485619200	negative	@SGgrc Oracle DID NOT bring us Java.  Sun (and James Gosling) brought us Java.  Oracle was just responsible for crapifying it.
631851345759313920	negative	Oracle so transparently bought sun just to sue the fuck out of me.
631862196817936384	negative	Oracle is the worst thing that ever happened to Sun and Solaris. Full Stop. http://t.co/mHKYycDbfR
632003789780705280	neutral	If Oracle bought Sun ten years earlier I doubt Java would be remembered as much more than a short lived contaminant of the web.
632207300514721792	neutral	Ruby Tuesday Streamlines Hiring and Onboarding of Team Members with Oracle Talent Management Cloud #HCM http://t.co/rZ1GFnNxRm
632287441626497024	neutral	Streamline hiring with Oracle talent management cloud @OracleHCM http://t.co/pTaoeOnMcs
632453030533836800	neutral	So, is Mary Ann Davidson at Oracle a tool? Sigh. At the risk of being repetitive, yes, yes she is. http://t.co/lTW3XANwRV
632629959815639041	positive	You knew he acted, but did you know he also directs? Check it - @duncancoe 2nd ADed this short film, Oracle. https://t.co/xJvrIMyGVy
632656687976062977	neutral	@MelroseTwoThree psst, can you take Oracle of the Sun and put that one sun on it's chest? I know Cyd would "love" it. http://t.co/Lmd3dmPXK7
632661627033264128	neutral	Classes start 2nd (Wed). Classes on Fri 4th follow a Monday schedule. Thus spake the Carleton Orifice, oops, Oracle. https://t.co/qGPIMIYpyi
632662727647891456	negative	I'm still sad that Sun is gone. And who was the genius that sold them to Oracle? That's like letting Darth Vader babysit your kids.
632679175862755328	positive	8/15/15 - Tomorrow's #Crystal Oracle card (Tourmaline.  Learn from the past and move on. http://t.co/ujqIe7Ytmv
632919529811787776	positive	Oracle Boat Party Aug 23. Almost the end of the summer, not many boat parties left here in NY. This will be on... http://t.co/ehSOTLgq0B
633094789894811648	neutral	Infoteckno: cloudbnb Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition) - http://t.co/uNzfk4TV95
633181146503860224	neutral	Oracle CSO numbers, security hygiene and fixes at the same time http://t.co/9cAl4PRrfM http://t.co/nqogbfA63N
633319537371279360	neutral	Nice! USL scalability analysis for ORACLE 9i appln. Learn more at the Sept 21 GCaP class http://t.co/j0bFi1jCBC https://t.co/kMAVKca22t
633506378351427584	neutral	A Sun Enterprise 450 may not be ideal for deploying Oracle databases anymore, but it makes a decent end table to go next to your couch.
633646680068521984	neutral	Exploiting PL/SQL Injection in Oracle with only CREATE SESSION privileges (6th Edition) http://t.co/OXgy3jqarF
633684283106824193	neutral	Are you interested? (IT) Oracle Functional Support Analyst-1st &amp; 2nd Line/Oracle EBS http://t.co/4QIhvCNQlZ #aggeliesergasias
633699293875040256	neutral	#ProgrammableWeb Will Oracle Finally Put its Tax On Android:  On June 26, the U.S. Supreme Court dumped the wh... http://t.co/KAzP3BAyOR
633743702335209474	positive	With one of the greatest UX innovators, during Oracle's MDC 5th anniversary celebration. #PlungInOracleDay https://t.co/D9SrMzlO82
633760811400323072	positive	Already In the El Salvador, looking forward to share knowledge with Oracle people here.  See you tomorrow!
633899915194724352	neutral	All I want is to be at oracle on a Wednesday night with someone special .
633976104450043904	positive	The connection in respect to oracle strategies entryway the 21st five hundred dollars: pSIPsFh
634040784380006400	positive	Watch my 1st attempt at making a narrative game/movie; with homage to Oracle! #XboxOne #BatmanArkhamKnight https://t.co/BvQGoiQGRU
634315943947173888	neutral	Please be advised, reading Oracle's Legacy may cause heightened imagination. Proceed with care: http://t.co/C70lrteDw4 #ebook
634375488241274880	neutral	I highly recommend anyone who cheers on Oracle suing Android over Java APIs to listen to the latest @threatpost http://t.co/DDKgZTkofA
634407834260779008	neutral	@bkievit @sailteamio We called this... http://t.co/Thhqg4QNSZ Takeover Rumors in mtg with Oracle http://t.co/Oq3OQS9uJ7 via @TheStreet
634412433268830208	neutral	Why Oracle just bought a marketing company called Maxymiser  Oracle on Thursday announced that it was buying New... http://t.co/IiUuZNQwa6
634463903183867904	positive	@mandikaye FYI, my other favorite book in that series is the 4th. Oracle's Moon. The beginning hits me SO HARD every time.
634493692087259136	positive	The Weeknd coming to Oracle with Travi$ Scott in December.. Oh my.
634758871588962304	positive	Our Reading team &amp; National Careers Service advisers will be in the Oracle, Reading on Weds 26th from 9am to 5pm. Drop in for info &amp; advice
634838845687758848	negative	It's Friday night and I'm learning about Oracle SQL Developer.  Sort it out Daniel, I should be getting drunk.
634971143540097024	positive	This is awesome!! I could not agree more about Oracle.  https://t.co/Fl4eQ7atKm
635265103055556608	negative	@ANGRYref on 2nd thought, I would have 2 cute kitties and you could have my CNBC Obsessed, Oracle employed, somewhat grumpy husband, deal!
635313682914783232	positive	@Julie_Weathers Good for you! I'll have a peek tomorrow. Mind you, I have an Oracle dropping by. That is most important.
635647761954807808	neutral	Thinking about buying MSCD610 Oracle Database Exam Oracle 11g SQL 2nd Casteel? Rea https://t.co/PIE9h55rc6 via @yotpo http://t.co/7z7Ku5G5qO
635699092182536192	neutral	"Yeah, for your recovery. Tomorrow, I shall bring you to Oracle" Misha answers.  "Uh.. alright then. Thanks Misha" you pat Misha's head
635713078991032320	positive	@kamixxo tickets are 60 or 114 but I'm getting the 114 oneeeee lol I just need to know who down frfr. December 5 at oracle
636023739575074816	positive	Creating some new jewelry tonight. Photos to be posted tomorrow.  Along with an Oracle reading. ;) Keep an eye... http://t.co/eGImnAKU8w
636179293589118976	negative	Whoever decided how Oracle does date arithmetic is getting kicked into the sun.
636392093385015296	neutral	Who wants to go see The Weeknd with me at Oracle on Dec 5th?
636528730274443264	neutral	@sjfloat It seems to be half dead :( Sun worked at some point to take the JVM on Xen, but I don't know if Oracle kept this project alive.
636660777991057408	neutral	Oracle - Stock Market Crash Black Wednesday Rally Crushes the Bears http://t.co/e1TgEFZsZl
636721819651866624	neutral	"We sat down with members of the Zombies and Odessey and Oracle..."  http://t.co/i2BTpMDY73 #music #feedly
636904837356081152	positive	Register today for the premier Fall event in Utah for Oracle technologists! @UTOUG Fall Symposium is on Sept 23rd. http://t.co/uMZwItYzpC
636966996802842628	neutral	Prefer the Saturday show at Oracle though. First shows always better than late adds + can TU after.
637063578642583552	positive	Mdm. Oracle is back! See her again and the rest of SPIT this Saturday at Eastwood! http://t.co/VnkhiNDCgD
637116035833815040	positive	@garcia_alex8 tickets start at 150 and it's at oracle on dec 5.
637190881070727169	positive	My new sounds: Thank God it's Friday (Prod. By Oracle. Mastered by Stix 'n' Snarez) https://t.co/5D0a5l1IFb on #SoundCloud
637284425676361728	positive	@larryellison Joining Oracle on Monday. Enjoyed very much the hiring process. Looking forward to improve Oracle's footprint in Asia.
637597773911691264	neutral	Oracle 1st at the top and head right looking downwind, ETNZ will follow them 24s behind, then @landroverbar going left for the split
637599917687615488	neutral	Oracle lead at the bottom gate, didn't see where it happened, but ETNZ go past us and are 2nd at the gate... @btsport  #BringTheCupHome
637601276805648384	positive	Oracle take their 2nd win of the day... @btsport  #BringTheCupHome
637730364614537216	neutral	An oracle casts a spell so that she may see the future shadowed in mystery. #amwriting #amwritingfantasy
637949759781773312	neutral	Artemis go thro with a huge lead, ETNZ have a puff &amp; are extending  to go thro gate 2nd, we are 3rd, Oracle 4th @btsport  #BringTheCupHome
637957399484215296	positive	Oracle just sneak into lead from the leeward start, Softbank 2nd, we are third - but gybe at the mark... @btsport  #BringTheCupHome
637958854429515776	positive	Oracle in lead, Softbank 2nd but looking like they have made a big gain - yes, Softbank go into the lead @btsport  #BringTheCupHome
637967703672754176	positive	At the end of #acwsgothenburg,  ETNZ lead overall with 54pts, then Oracle on 48pts, and we are 3rd on 46pts #BringTheCupHome @btsport
638821054253694976	negative	My sister wants me to workout with her at the crack of dawn tomorrow in oracle...
638823487293952000	positive	Plz halp. I need to see The Weeknd at the Oracle in December.
638847579569135616	positive	@ItIsShoTime My friend and I worked on the deck. He got 23rd playing Coiling Oracle which I recommend. http://t.co/t7Jj9rn4gl
638925237153857536	neutral	Start #reading the Oracle's Legacy trilogy #free: download the 1st book Children of Sun http://t.co/AZoRnioaZx #nook #ebook
639061211552817152	positive	Great day @NHSExpo so far. If you're at the event we'll be presenting with Oracle on #PredictiveAnalytics in healthcare tomorrow. #Expo15NHS
639108481774022656	neutral	it was invented by james gosling at sun microsystems, which was acquired by Oracle the language is primarily based on C and C++
639184289905569792	neutral	@RedNationBlogga oct 30th in Houston but if you trying to go to Oracle it's the 9th of February.
639230557667368960	neutral	@peterbayley @virag064 it started in the Sun years, before even Oracle came into the picture.
639249486246604800	neutral	@jhamby ...a market that they had already lost by the time Oracle bought Sun. But yeah, the API is the worst part of Java.
639453580911448064	positive	Trying out a new Life Purpose Oracle deck today-one free 3 card Career/Life Purpose Reading if you comment 1st on FB. http://t.co/2tskMayFO5
639459793246269440	positive	@RichardOlrichs Hi, thanks for your great contribution in Oracle and i hope one day i may reach your levels. God bless you.
639877117598023680	neutral	@arJunebug lol bruh pls dont miss ur flight tommorow i had you winning with Oracle at 3rd Prof 2nd
639909879138791424	negative	What agitates me is the dumb things Oracle does. Change behavior of program but don't change error checking. #FAIL https://t.co/bN3KhhC39a
639927788862967808	positive	hi New York peeps. did you know that you can see Oracle, Summon The Apgrod and a whole host of other #altgames at @Babycastles on the 10th?
640117779757187072	positive	What makes a great #test leader? Discuss with @johannarothman at #SQGNE Wed Sept 9 @ 6:30 pm, Oracle, One Network Dr, Burlington, MA.
640144488388759552	neutral	Oracle so transparently bought sun just to avoid to block the friends being supportive n shit.
640154322978914305	positive	Oracle, memcached, Engage API all running in Docker. You may applaud now if you'd like.
640629592382943232	negative	Java was dead the day Sun died. I'm surprised so many tolerate(d) the bullshit Oracle community https://t.co/l8sz8xs4rQ
640645707511128064	neutral	@WendellPierce You baaad mutha shut yo mouth, just heard the interview for your memoirs @NPR Sunday. You're like an Oracle, a shinning Star.
640666274427740160	positive	Our Ina &amp; Oracle location will be closed tomorrow the 7th. But we know you need to fill your Smoothie cravings... http://t.co/uEDLlwxGYX
640726829267988481	positive	Oracle really stood and delivered. Proud of how the south performed! https://t.co/o1ThDBp9hy
640896882475200512	positive	Wake up to Database Innovation with Oracle: Breakfast Briefing, 10 Sep, London - http://t.co/531TF8iWgQ
641604585270968320	positive	Enjoy lunch on Sept 23 and learn how you can improve your database performance while reducing Oracle licensing costs http://t.co/JrEaggK81r
635884936143069184	neutral	Protested the protest of Planned Parenthood this past Saturday in Austin, Texas.: Little did I know, being in ... http://t.co/wgbBDZnfSK
635931460738920449	neutral	Faye Wattleton was the youngest, longest tenured &amp; 1st black president of Planned Parenthood. a Q&amp;A, w/her daughter: https://t.co/sTuVLs2uAz
635943595661332480	neutral	Saturday's rally to defund Planned Parenthood drew hundreds in #COS. 8/28 still a day of prayer and fasting! http://t.co/dnrNOh9Uvw
635945880017743872	neutral	I'll be talking about Planned Parenthood and the Christian response Wednesday on Periscope
636008040639148032	negative	@PhilWilliamsHQ Bobby Jindal may care about Planned Parenthood but he's a crappy La. Governor
636038510982524929	neutral	Between 8am and 9am tomorrow we may see the next Planned Parenthood video. Check here: https://t.co/Kb2cc2VBjU
636144468354314240	positive	While in undergrad, Planned Parenthood may as well have been another class I took.  I learned so much about my... http://t.co/M0BoWPBUrr
636163844969070592	negative	@BrightonPatch Pics from Sat.'s protest of Planned Parenthood in Brighton.Did you give this any coverage? http://t.co/rhTff3BRPy
636170210232401920	neutral	The 8th video about Planned Parenthood has come out.  In light of this, it's important to remember that for... http://t.co/EIJnu2DL8v
636172881404264448	neutral	The 8th Center for Medical Progress Planned Parenthood expose video is up. Interview with Stem Express CEO Cate... http://t.co/TVOMKs3PSL
636201360623427584	negative	Open devil worship comes to the rescue of Planned Parenthood http://t.co/rtfcKfqdIg
636211945700478976	negative	.@marcorubio on Planned Parenthood videos: "It's grotesque, it's barbaric, and there's more to come." http://t.co/sHtChM7I7b via @lifenewshq
636285375598698497	negative	GOP leaders are willing and ready for the government to shutdown over funding of Planned Parenthood. Funding runs out September 30th.
636379430336774144	positive	@horse_lawyer She may be my favorite Libertarian writer right now. Her response to the Planned Parenthood controversy was on POINT.
636438396886515712	neutral	Interesting. Methinks the one baby that survived Planned Parenthood was #IranDeal. Think about it. https://t.co/FkEFhtndaZ
636583750915215360	positive	Jeb Bush says he cut off funding to Planned Parenthood as governor | PolitiFact Florida http://t.co/P7CyCOHBhu
636603480715718656	negative	@wiskey1249 Yes, and Cruz is scheming to shut down the gov't in Nov. over Planned Parenthood funding.
636667049687707649	positive	Paul says even though they may not have votes to defund Planned Parenthood, 'I'm going to make them vote.'
636674888195960832	neutral	One of our staff members giving a speech at the protest in front of Planned Parenthood in Orange on Saturday.... http://t.co/Pwcg7pdtM1
636713827862736896	neutral	Ted Cruz pledges DOJ will open investigation of Planned Parenthood on 1st day in office http://t.co/xeKfsUfLxD
636727401075077120	negative	State + federal funds combined are about a third of Planned Parenthood funding, lets take back the 3rd it will help with the deficit. NOT..
636764945896443904	negative	Prochoice #UniteBlue Planned Parenthood's Foggy Evil: On Tuesday, the Center for Medical Pr... http://t.co/uBWmSrHgMo #PlannedParenthood
636925087355170816	neutral	Govt-shutdown caucus may not be ready to go to the mattresses over Planned Parenthood. https://t.co/PwanXq5TKG
636965183814893568	neutral	Texas will defund cancer screenings at Planned Parenthood starting September 1. Here's what the media needs to know: http://t.co/tztQEzB8wq
637086073299050496	positive	So that we may spend eternity with Him in Heaven . Planned Parenthood must be shut down Violence begets Violence . Respect ALL LIVES
637258001510961152	neutral	Do you live near York? Come stand with Planned Parenthood next Thursday -- details here http://t.co/BggGlI5kUf http://t.co/ulViTjc09N
637305388216524800	negative	It would be refreshing for CNN to give as much attention to the monsters at Planned Parenthood as you are to a panda https://t.co/16C8BebIpB
637320036248592384	negative	Planned Parenthood to give out free handguns with all abortions effective September 1st.
637351806247522304	neutral	(Reuters) - Planned Parenthood filed a complaint in Alabama federal on Friday seeking to stop the state from defunding its health cli...
637388683004407808	neutral	Jindal's claim that Planned Parenthood can't sue may not hold up, experts say http://t.co/35GXrYJVsg | Because he has a LAW DEGREE?@#$%! #p2
637529124924321792	negative	@delphinium83 1/20th the pay of a typical CEO, nice.  Planned Parenthood still a non-profit.  Appendectomies kill appendixes.
637565014338076673	negative	@BarackObama is the 1st to call a Black man a NIGGAZ &amp; Call Black Women BITCHES. Why? He SUPPORTS Planned Parenthood. http://t.co/MPss7ucXfS
637641239999942657	positive	Join us at the Stand with Planned Parenthood rally in York next Thursday! RSVP here now: http://t.co/N1rGBGVfg0
637658691651682304	negative	.@tedcruz comes out swinging at Planned Parenthood re videos. Says on 1st day in office he wld instruct DOJ to investigate @PPact.
637705802095194112	negative	Planned Parenthood admits it manipulates rules on fetal organ sales to maximize profit - Washington Times http://t.co/t9QC4TgYxt
638053408965021696	negative	"investigative video reveals Planned Parenthood may be committing infanticide, babies born alive, murdered, and sold." ACLJ "with child" KJV
638344432245276672	neutral	Planned Parenthood fight and the Fed: The Fed may want to get ahead of policy risks and increase interest rate... http://t.co/ojQGU7Qe87
638389003151110145	negative	Planned Parenthood VP Says Fetuses May Come Out Intact, Agrees Payments Specific to the Specimen http://t.co/ZNls2HVGwz via @GulagBound
638451699452149760	negative	You may try to suffer for there is cast into the Planned Parenthood facility in your gifts, you are above every decision is at work for p...
638470381209174016	negative	On Sunday morning Pastor Rob McCoy addressed the atrocity of Planned Parenthood and their selling of baby body... http://t.co/g5mA0378EE
638479211263463424	negative	If you are still wondering what laws have been broken by Planned Parenthood, read CMP's open letter. #defundPP https://t.co/PuJszdAyCp
638519370902294530	neutral	.@RubenKihuen also didn't budge on backing Planned Parenthood, came out for boots on the ground to defeat ISIS. Back to 5:30 everywhere Fri.
638640331299405824	negative	@SquerbSocial He's calling out the slime in D.C I don't like his support of Planned Parenthood.. I think he's tax plan may be lax..
638760832822734848	negative	Prolifers held a large rally in Petoskey on Saturday. They were protesting Planned Parenthood, the nation's... http://t.co/sdZB7LZkbw
638768064427855872	negative	If it weren't for Christians, the Aztecs would never have stopped killing babies (like Planned Parenthood does.) https://t.co/PhRTVJIldR
638856131004243968	neutral	ICYMI: Heres what you must know about Texas' decision to defund cancer screenings @ Planned Parenthood on Sept 1  http://t.co/9itHwYhB9a
638904223212642304	positive	@ShannonBream  @FoxNews I will be watching Friday night at 10 est your special report on the Planned Parenthood scandal @CWforA
638904316288327680	negative	Love my @NRO, but 1st item under The Week in 8/24 issue about Planned Parenthood scandal was beneath you. I expect a little more, friends.
638904475038654465	negative	Ninth Shocking Video: One "Just Fell Out" of the Womb. Time to prosecute Planned Parenthood! http://t.co/Q3fJx60nO8
639051256133255168	negative	Planned Parenthood Sells Intact Aborted Babies, One "Just Fell Out" of the Womb http://t.co/6ApZwGugHA
639055108936830976	negative	'It just fell out of the womb': 9th sting video shows how Planned Parenthood easily gets intact foetuses from ... http://t.co/02mcvRi91h
639118270843387904	negative	"Late on Monday, the Obama administration filed a so-called statement of interest at the court in support of Planned Parenthood. "
639213159589507072	negative	The future must not belong to the butchers of Planned Parenthood! 9th video http://t.co/P36CTMMnIQ via @wordpressdotcom
639234396814508032	positive	RandPaul: Tune in to Fox News Friday night for a special on Planned Parenthood, brought to you by ShannonBream! http://t.co/pfv2aHx7LV
639240002665320448	negative	just because "the media" won't say anything about it, Planned Parenthood's still doing its thrifty genocidal thing: http://t.co/00Yx9RvPfY
639315054249279488	neutral	@JosephRemiB @laura_lrnzo @amarquis32 They follow up at 10pm Friday with a FOX News Reporting going after Planned Parenthood.
639404336506732545	neutral	.@ShannonBream anchoring @FoxNews special on the Planned Parenthood swirl tomorrow night. talk with her today at 10. http://t.co/DGYd6bCOzR
639422350056775681	negative	STOP THE SLANDER AND LIES ABOUT PLANNED PARENTHOOD!! Arizona at Work is on the air Thursday 12-1pm MST (AZ time)... http://t.co/SFwzm1aGGG
639443548987912192	neutral	Thank you @FoxNews for producing a special on the Planned Parenthood fetal body part scandal to be aired tomorrow night. #PPSellsBabyParts
639451102291886084	negative	1st he disallows use of Global Warming, now-&gt;Governor's office scrubs press release on Planned Parenthood http://t.co/nSy4JktYhg via @maddow
639544264226029568	positive	Hoping your tweet means u realize the importance of Planned Parenthood in early cancer screening for women. Do you?  https://t.co/OBvMjworom
639591078882971648	neutral	Tomorrow I'll respond to the often-repeated "Abortions are only 3% of what Planned Parenthood does!" http://t.co/hSqO6LzhKc #ProtestPP
639592214868262912	negative	Satan worshipers align with Planned Parenthood to defend the practice of chopping up babies for profit http://t.co/vrhE95ZLJ9
639648980847198208	negative	An expose on what is REALLY going on at Planned Parenthood. See for yourself Friday at 10 pm PST on FoxNews https://t.co/EmmLDXvSlL
639775480812408832	negative	Please!!! Watch Fox News 9pm central tonight (Friday) to see what Planned Parenthood is doing with with Millions of our  tax dollars.
639791469293912064	negative	Sure, they did. How heinous and barbaric, and yet, the democrats stand with PLanned Parenthood rather than BABIES! https://t.co/1rSoqYWVpL
639883122352500736	neutral	A federal terrorism task force is investigating the fire at Planned Parenthood in Pullman http://t.co/pCjKQIpJmi
639890066291195904	negative	"America's Killing Factory" A look behind the walls of Planned Parenthood.  Coming Monday September 14th @ 9pm  http://t.co/QczY5Y5a5Z
639890137460146180	negative	@FoxNews get the facts on Planned Parenthood from the conservative media? I didn't know it was funny Friday.
640123333070200833	negative	"The fire may keep the clinic closed a month or more, Planned Parenthood spokeswoman..org looking for a temp office"  Devil's hate fire  @AP
640177056119169024	neutral	Every Sat I pass people protesting Planned Parenthood on my way to work, &amp; it makes me determined to donate more to them every fucking time!
640188972551897088	negative	There are no suspects yet in the arson fire at the Planned Parenthood building in Pullman. It was ruled arson after an investigation Friday.
640281963920658432	negative	If you're dumb enough to believe the Planned Parenthood sting videos, you are complicit in burning an office http://t.co/ifN31B9l3k
640540480007241728	negative	Democrats will say #BlackLivesMatter as they march you right up to the doorstep of Planned Parenthood. http://t.co/NrOXWR9bL9
640594355649146880	negative	PLANNED PARENTHOOD is the focus of something others like say maybe church based hospitals may be doing , the market did not birth with them
640774497075863553	neutral	PolitiFact Sheet: 8 things to know about the Planned Parenthood controversy http://t.co/QbbsS6r2Lo via @PolitiFact
641267197667639297	negative	MT @RepGosar: My 1st read of the day from @FoxNews: Congress returns to tight deadlines, key farts on Iran deal, Planned Parenthood
641304720326328321	positive	Planned Parenthood Continues to Stand Strong by Meagan Gallagher On July 14, a group calling itself the Centers... http://t.co/OCLBflZ7Kz
641356738369708033	neutral	Going to shut the gov't down over Planned Parenthood, Tom? https://t.co/h6YKYLOdPY
641367336553984000	neutral	What's behind the attacks on Planned Parenthood? NEW SHOW Thurs 9-10pm @WBAI Sunsara Taylor, SisterSong statement, more @4womenslib @ssedoga
641450656583127040	neutral	Going to Planned Parenthood on Monday because 1.) I haven't gotten a basic physical in two years 2.) I am writing a piece on it for Affinity
