ID	class	tweet
639654248729329664	neutral	Can`t say yet whether he will mount White House run: Joe Biden: US Vice President Joe Biden said on Thursday h... http://t.co/T1cgb3Urdf
639662193395437569	positive	Biden Says Family Will Decide Whether He Runs for President: Vice President Joe Biden said Thursday night he "... http://t.co/UAQmUomDR2
639676110830047232	positive	#Fox Biden says he's not sure if he will seek presidency: Vice President Joe Biden said Thursday he was unsure... http://t.co/OpuMdKIoUN
639758577893306368	neutral	http://t.co/2smw1TjSZo Joe Biden drops hints about his next move; teacher donates kidney to her 1st grade student.
639773752604164096	neutral	@roematthew Have you seen yesterday's @AP article about Joe Biden? He may decide not to run for #POTUS http://t.co/9M90hNYT7b
639794636911874048	neutral	Joe Biden on 2016 bid: Not sure I have 'emotional energy to run': Joseph R. Biden said Thursday night he would... http://t.co/mOH0cOu8sU
639795576935071746	neutral	The Elizabeth Warren test: Why Joe Biden's presidential run may be over before it begins http://t.co/19Yd0R2NWm #ows #p2
639839012333596673	neutral	Biden: Presidential bid depends on what's best for family: Washington, Sep 4 (EFE).- U.S. Vice President Joe Biden said the most rele...
639843705973698560	positive	Joe Biden came to Miami on Wednesday and sounded at times like a politician with another campaign in him http://t.co/FfKJOjkAWD
639859033969659904	positive	Joe Biden and Debbie Wasserman Schultz gush with praise for each other - Sun Sentinel http://t.co/qiOe4oLag2
639863523451908096	neutral	Joe Biden: Here's my thinking on the 2016 race http://t.co/q5yewQiaOT C'mon Joe! Run! We need the laughs.
639887431836286976	positive	Vice President Joe Biden gave his most striking and somber answer yet on Thursday about whether he plans to run... http://t.co/cbLzh76ZDm
639892607129264129	neutral	NEW: Joe Biden may not announce a decision on 2016 race until well into the fall. http://t.co/lv8JiYwE1p http://t.co/IEvV3hbTqJ
639902358730895360	neutral	Joe Biden: run for presidency dependent on my 'emotional energy'   He want us to clap for him or something? http://t.co/ywxD11E4bo
639922135444664325	neutral	ATLANTA (Reuters) - U.S. Vice President Joe Biden said on Thursday he is still trying to determine whether he has the emotional energy to
639984815257853952	neutral	By John Whitesides MIAMi, Fla, Sept 3 (Reuters) - When you are Joe Biden, it's not easy being quiet. While the normally loquacious vice
640027092919316480	negative	ISBPL: #NEWS Joe Biden's wife may share his misgivings about another race: Jill Biden campaigned actively for ... http://t.co/Mmg8wDzAS9
640045499966316544	neutral	Joe Biden's wife may share his misgivings about another race - The Times of India http://t.co/8jokW4TECn
640504964360503296	negative	Joe Biden may not have the "emotional energy" to run for Prez but no problem with the energy level necessary for VP job? #mtp @CNNPolitics
640881019818610688	neutral	LIVE: Biden speaks at PA Labor Day parade: Following his speech, Vice President Joe Biden will march with AFL-... http://t.co/x8AQleo2EZ
640935895525257218	negative	Joe Biden on economy: 'Something is wrong': Vice President Joe Biden warned on Monday that "something is wrong" with the American eco...
640981932050804736	negative	Joe Biden sat on his hands all this time never disagreeing with O.Too late Joe. U blew it.
641065228789153794	positive	If Joe Biden runs for president, he can count on the kind of union workers he spoke to Monday http://t.co/Bm5ATCrIcl
641219216021016577	positive	Joe Biden may just be the answer to stoping the family entitlement in U.S. politics if Martin O'Malley doesn't succeed. Run Joe Run!
641366800211439616	positive	@marcsteiner111 Don't forget that VP Joe Biden may enter the 2016 Dem Presidential Race &amp; could beat her for the Nomination!
641545080214568960	neutral	PITTSBURGH (Reuters) - Vice President Joe Biden on Monday gave a glimpse of what a Biden race for the Democratic presidential nomination
641577752768868353	neutral	@Morning_Joe Funny how Joe Biden is in 2nd in your poll, and he's not even running ! #Bernie2016
641583054704758784	neutral	@skiplacombe #FutureNews #WhatILearnedToday Jan 20 2017 some of the Mcdonalds will offer a McMorning Joe Biden
631538800158572544	positive	@HotCoalsTheatre @Superboltplays Ooh - what's Jurassic Park. Looking now... see you tomorrow!!
631666468833263616	negative	This is starting to feel like less like a petting zoo &amp; more like Jurassic Park.  ~me at the strip club for lunch on a Wednesday
631890752352686080	positive	Start your weekend with a roar at special IMAX showings of "Jurassic Park," opening tomorrow night! http://t.co/0k59UguBMD
631988836701069312	neutral	Long day yesterday. Started here at Manawaiopuna Falls. You may know them from Jurassic Park... #Kaua'i #Hawai'i http://t.co/wxhUbl2Cr7
632320463235096576	positive	I agree with all but Jurassic Park. I loved  all three. Haven't seen the 4th yet. http://t.co/R7Ch3MtJXe
632363633666883586	negative	One of the summer's biggest questions: When did we start acting like JURASSIC PARK was an all time classic and not 2nd tier Spielberg?
632373729511608320	positive	Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in 1st place
632437026885734400	positive	Well, it's gonna be about 100 tomorrow at @UniStudios. We're gonna have to ride Jurassic Park a few times!
632601638470045697	positive	LaZy Saturday afternoon, watching Jurassic Park (original). Sure forgot a lot of the scenes. #SeeingItWithFreshEyes
632638002322382848	positive	Jurassic Park may just be my favorite arrangement of all time. And John Williams may just be my favorite composer of all time.
632741999129460736	neutral	Tearing up watching Jurassic Park for the 1st time in ages. Remembering the awe of seeing it as a kid. Sorry for all who got stuck w J World
632745836879872001	positive	No joke, but #MyScienceStory is that I read Jurassic Park in 3rd grade and was thereafter obsessed with biology.
632751197821145088	neutral	Watching Jurassic Park for the 564th time love my Saturday nights
632812442012090368	neutral	What does one do when you're up late bored on a Saturday night? Watch Jurassic Park
632840684978995200	neutral	Never noticed how the theme music on Sunday Morning Live sounds like the Jurassic Park theme. Fits with all prehistoric views on this show
633103136865935360	positive	Khakis and Jurassic Park shirt for tomorrow.  I'm gonna look hot on the first day of school. Literally... We're experiencing a heat wave.
633128868283596800	positive	"What are you're top 5 movies?" "Jurassic park, the lost world jurassic park, Jurassic park 3, Jurassic world, Jurassic park 5th movie 2018"
633315318929211392	positive	@Ornsack you may recall the other day I said nothing could save your holiday after that t-shirt...Jurassic Park is the only thing that could
633345348245786624	positive	Come out Wednesday evening as we finish off the Cinema under the stars  season with Jurassic Park
633389735617036288	positive	Navy Band concert to feature music from "Jurassic Park" tomorrow night at the #redlandsbowl http://t.co/QKP0A0r7CY http://t.co/deVajMJoPf
633676433517244416	positive	Come build some Dino builds tomorrow evening at Cinema Under the Stars! Jurassic Park @ReginaDowntown http://t.co/C8VVCl9Tbh
633704670402355205	neutral	The Imperial March or the Jurassic Park theme? Which is better?
633734820598681600	neutral	@BeccaLFL Just saw the announcement from @ReginaDowntown, tomorrow's movie for #CinemaUnderTheStars is Jurassic Park.
633751071416971264	positive	New film series Rewind! starts Thursday, August 27 with JURASSIC PARK https://t.co/z6NrCIfhet @BostonGlobe http://t.co/YL577gZswb
633810777661644800	negative	So I've found at least 3 different typos in Jurassic Park since I started reading it. C'mon how long has this book been out?
634183890182127617	positive	@HillyHindi what about Wicked or a musical or Jurassic Park (I can see if that may be hard) keep up the great work! :)
634348559605755904	positive	When I get married, I want to walk down the aisle with the Jurassic Park theme song playing instead of the wedding march
634387390510071808	positive	Guys it's my birthday on Monday can someone buy me some of that Jurassic Park animated TV show concept art, only $600 http://t.co/Dbilk9EmuF
634388171321671680	negative	im so bored i dont want to watch jurassic park for the hundredth time, i just want it to fucking be sunday already..
634404721172840449	positive	Our final IMAX Throwback Weekend of the summer kicks off TOMORROW with special screenings of "Jurassic Park." http://t.co/0k59UguBMD
634434685859459072	positive	Lay in bed watching Jurassic Park with Henry whilst @HayleyWild_x sorts her stuff for going out tomorrow #dinosaurs #RAWR
634748793041367041	positive	Franzen: I will bring back the dinosaurs so I may study them. Editor: How about you watch Jurassic Park? Franzen: Okay!! #FailedFranzenPlans
635298254708604928	positive	Woke up and finished making meals for the day. Now watching Jurassic Park on TV. Couldn't ask for a better start to Sunday.
635305129479176192	positive	Look for the Jurassic park suv near the Camarillo Air show on Sunday for special discounted passes to c4. Get... http://t.co/jJCEHDOyec
635351777567633408	positive	Thank you everybody who joined us for our trip to Jurassic Park and Amity tonight! We'll see you next Saturday... http://t.co/2Juq8FSmQi
635464882729697280	positive	For everyone who lusted after my Jurassic Park jacket, the original print its from is here https://t.co/TPQmIbpnkl
635881028947738624	positive	[humanicators] Free outdoor screening of Jurassic Park on the East Campus Quad - this Wed. at 9pm http://t.co/sAv6nN3VIA
635952230034608129	positive	Thurs, Aug 27 at 7pm! Our new series #Rewind! kicks off with JURASSIC PARK + after party http://t.co/slbqUPtrbX http://t.co/JSeSRMxweI
636147999509479424	positive	Jurassic Park Collection with all the 4 movies!  Coming out in Italy October 7th http://t.co/5yZkjM80Ct http://t.co/s9z7HyjwNc
636504521666088960	positive	Can't wait to see you beautiful people @OkarekaDance at the extra show of Jurassic Park thurs 27th 11pm #edfringe! xx
636727991771496448	positive	@RobotJQ Well it may be jarring. Even playing the Walking Dead, Back the Future, GoT and Jurassic Park games by them I found TFTBL jarring.
636756305001193472	positive	Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!
636770136024854529	positive	Still haven't seen it yet! I love Jurassic Park so much too man. https://t.co/S1nPYSco1i
637024772132507648	positive	Thanks @VisitPasadenaCA! Jurassic Park is gonna roar this Saturday night with @jagsunmusic &amp; tasty food trucks! http://t.co/ldgXvcvTGK
637028500168310784	positive	Happy 29th Birthday to our #Whistler Library! Free outdoor movie Jurassic Park tonight at 8pm http://t.co/lExsDxxtWw http://t.co/qNm0PRCfrw
637070918074765312	positive	Host fam just agreed to watch Jurassic Park with me tomorrow night. They've never seen it.  And I'm definitely going to heaven for this.
637076154835296256	positive	Hey dad what should I wear for Jurassic Park day tomorrow? "Just put your arms in your shirt and walk around like a t-Rex"
637282743919902720	positive	Catch a Jurassic double bill on Sun 30th @GlasgowIMAX with Jurassic Park and Jurassic World! http://t.co/C7KDAwGCBM
637324096112488448	positive	I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme 11 times today. Currently listening to it for a 12th time.
637411299362799616	positive	This time I'm with my brother who may be even more obsessed with the Jurassic Park franchise than I am.
637439341254582272	neutral	Someone see Jurassic park with me tomorrow
637465023745499136	positive	Jurassic World: This 4th Jurassic Park film shows that a movie doesn't need great characters if the dinosaur scenes in it are super awesome
637591411240644608	positive	@gagravarr looks like we crossed paths, I saw Jurassic Park at Assembly Roxy on Thursday. Back home now, with sore laugh muscles.
637612209648963584	positive	Took son to see Jurassic Park when he was 5, we saw #JurassicWorld at same theater 20 years later. A special moment  https://t.co/MDaUdkiJUE
637637262231105536	positive	@jurassicp .... movies that I also love. But the 1st  JURASSIC PARK  is a true Masterpiece in my opion!!!!  Sincerely David H. Taylor
637643566718697472	neutral	Now we finally get to correct the mistakes of jurassic Park  https://t.co/SWbfYbvKYJ
638032354171207680	positive	I want a slow Sunday consisting of snuggles and cuddles and Jurassic Park.
638073739293364226	positive	first day of senior year tomorrow...im gonna wear my jurassic park shirt
638194034985574400	positive	@GailSimone I really love the 2nd Jurassic Park and Mummy movies!
638426606512402432	positive	Lol my physics professor's 1st job out of college was working on the dinosaurs in Jurassic Park nbd
638490096044478464	positive	I think tomorrow while the servers are down that I will have myself a Jurassic Park marathon. :D
638876310534811648	neutral	but if I wear my Jurassic World shirt then I'll be wearing a Jurassic Park shirt on Friday (it's red for pep rally)
639207075785121792	neutral	They're making a 5th Jurassic Park. If this continues, eventually we'll all get what we really want. Dinosaurs in space.
639330794901737472	positive	Throwback Thursday Shots. First trip to Jurassic Park as Brian Skoyles guest and he has one. Now I take my friends.. http://t.co/ptMR19ge24
639450187115593728	negative	I'm all for exploring but this look like the island from Jurassic park lll I may have to skip  https://t.co/ZpQUAcvTKd
639639836832366592	positive	Between Jurassic Park, Toy Story 2 and Space Jam, Wayne Knight may be the greatest screen villain of all time
639807265223127040	positive	Jurassic Park is screening at the Actors Playhouse this weekend for free... http://t.co/GwlrFvYjQ4
639961616738467841	positive	Jurassic Park is BACK! New Trailer for the 4th Movie, Jurassic World - http://t.co/EgUbiuOx0T
639983468827557888	positive	Looks like I'm going back in time tomorrow.... Jurassic Park style....
640155407688814592	positive	Jurassic park on tv Saturday morning... It's going to be a good day! @LauraDern @TwoPaddocks #favoritemovie #jurassicpark
640192324690165760	negative	Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park
640338022240776192	positive	@AL_Orch had to tell you that I'm seeing the cleveland orchestra tomorrow and I'm so excited to hear music from jurassic park!
640345444682440704	neutral	I'm freezing my butt off at the drive ins to watch Jurassic Park for the 3rd time
640365443610374145	positive	I'm sitting at home on a Saturday night watching Jurassic Park and I'm totally content with it.
640366057073446912	positive	Watching Jurassic Park for the first time!! Happy Saturday !
640376245352398848	positive	Eating spaghetti and watching Jurassic park on my Saturday night. Not even mad about it. Great movie great food.
640379085290647552	positive	I know this is a throw back but I loved you in Jurassic Park! @VanessaChester If they do a 5th one you should be in it!
640382843592515584	neutral	Gonna be honest about my Saturday night, but it's almost 1 AM and I'm watching Jurassic Park.
640388581308043265	positive	Just got home from watching Frozen at Movies in the Canyon! Great night, great movie! Next Friday it's Jurassic Park! http://t.co/yLBmkmqJma
640408515249463296	negative	fuck me I took so long to watch jurassic park and kept pausing it and then I sat on the remote and it changed channels and now its live tv
641353194140864512	positive	Guys video should be up at 20:00 PM its the 2nd part of Jurassic Park but its only a 7 min video its a Funny Momments Montage
641404151994388480	positive	I'm wearing my Jurassic Park shirt tomorrow which means you're all going to here fun facts and you will love it.
641411277118509056	neutral	Finishing Jurassic park for like the 100th time tomorrow. Film class is gonna have a lot of reruns for me. All the batman films, Star Wars..
641455652787752961	positive	"I feel like I'm the star of Jurassic park... Because tomorrow I'm going to be extinct" -my brother
627631456970481664	positive	Watching it the 2nd time i realized the tech communications guy in Jurassic World was Nick Miller from New Girl
627650423680167936	neutral	I just want tomorrow to be here so I can see Jurassic World again
627670109180534784	negative	Stayed up late to watch Jurassic World and I just remembered I have a football match tomorrow morning :/
627732513763405824	negative	I have the worst urge to watch Jurassic World for the 4th time in theaters someone make it stop
627935544111177728	negative	We tried to watch Jurassic World and watched like an 8th and the Internet died on us :(
627973364838219776	positive	Jurassic World on Wednesday!  We finally get to see it here in Japan.
627994956364300288	positive	Good morning chaps.   If Claire can make it all the way through Jurassic World in heels, I can make it through Monday.
628089478955937792	positive	"I need to go to sleep now because I have to get up early tomorrow morning" I say as I begin to watch Jurassic World for the hundreth time
628749311350714368	positive	Jurassic World now is the 3rd most grossed film! Nice!
628815355801112576	positive	@gerardway You should see Jurassic World. It was really great in my opinion. I saw it twice and may see it a third time.
628955159746453504	positive	Who all is coming to watch Jurassic World with us on August 28? It will bring on the NSUBA lawn. Bring all friends and family! #NSUBA...
629034528141647872	positive	Last day to see Jurassic World tomorrow and I kinda wanna see it I mean it is Ty's birthday so it makes sense to go again
629056468759773184	positive	Watched Jurassic World for the 4th and last time. Like the first time again. Thank you again for making another JP. http://t.co/fGtyfjNBrZ
629151020505956352	negative	Sat through Jurassic World w/ a screaming baby in my ear + a 6 year old climbing up the back of my chair. Ruined my experience @AMCTheatres
629161488767303680	positive	Did anybody notice Jurassic World is currently the 3rd highest grossing film in domestic box office history? Damn...
629360979135078402	positive	@Tesco Yes cheers Joel, thanks for your help. Tickets ordered, we will get to see Jurassic World before the kids return on Sunday!
629669803838558208	neutral	Science behind the movie: Dinosaur DNA extraction in Jurassic World may be more fiction than fact. http://t.co/JJSJqT5MEA #biomedicalodyssey
629854520839938048	negative	@greggibson86 @landoncreynolds tru....I may still need to glance it...because Jurassic World straight sucked
629896390056001536	positive	I finally get to go see Jurassic World tomorrow at 4:00 I'm so excited I'll tell you guys how it went I'm so excited yaay
629907971586154496	positive	So I need someone to see Jurassic World with tomorrow.. Any takers?
630015789572067328	positive	@jzegss I almost got to see it Thursday but we decided on Jurassic World. Next time.
630768746748055552	positive	I want to play Rock Band 4 in anticipation of Jurassic World on Friday.
630775904277540864	neutral	At No.8 is "Jurassic World" 4th installment of the Jurassic Park series, directed by Colin Trevorrow #R2TVTop10Movies http://t.co/qUXDOLIsCG
631140651707559936	positive	We are endorsing the film Jurassic World. See you on the lawn at the Lumina theater this Friday and Saturday! http://t.co/jVsEYI1kO2
631412447845482496	neutral	@Wheeler but on the plus side...this: Jurassic World's Chris Pratt: equality means objectifying men too http://t.co/hLwKoNMrJ2
631572925313904640	neutral	Watch Jurassic World on August 27 right here at the park with @PayPalCA! http://t.co/ZoB4kdeMzK #WonderfulCanHappen http://t.co/q4AGIUTHTY
631827817580204034	neutral	Our Holiday Matinee continues tomorrow with Jurassic World at 3pm, through the week. https://t.co/NjfGeVKjpV http://t.co/xdxgHJn7Jz
632068352081444864	positive	For those who didn't see Jurassic World in the big screen yet, it's coming out in IMAX 3-D on August 28th for a week.
632090562045218816	positive	"Jurassic World will be rerelease to theaters in IMAX on August 18th" oh. can you withdraw the money automatically or???
632565761970671616	positive	Don't waste $$$ on an unnecessary textbook when you could spend that money to see Jurassic World for an 8th time
632914728080293888	neutral	"The only way to make Jurassic World safe is to stop genetically modifying dino DNA." - I may have drifted off. #BrownSpeech
633295843198652416	positive	Off to see Jurassic World tomorrow at the cinema, any good?? @RoseEllenDix @RoxeteraRibbons
633328080505991168	positive	Might have something to do with Jurassic World having the 3rd biggest box office takings of all time.
633353498294374400	positive	Next Friday is our #MovieOnTheLawn with Jurassic World! Bring the fam! We have fun games to play and popcorn! http://t.co/MHRIFfvwk8
633652620750532608	positive	Gonna watch Jurassic World again in Friday because, as much as it's a turn your brain off kinda flick, it is quite fun! #TeamVelociraptor
633719334628651008	positive	@RiotJonStein Wow, I thought Jurassic World was just the 4th movie, and it just came out
633785856529068032	positive	Going to see Jurassic World late tomorrow night! It will be worth it!!
633817698489774082	positive	Best movie of the year next to Jurassic World https://t.co/93ZqUj93M2
634250833161506816	negative	@AmeliaMangan Plus I may have hurt the feelings of Jurassic World's director! https://t.co/q8r70uUk8n
634253493579026432	positive	Harry Potter marathon w/ @JohnAvocado &amp; @ZJDArevalo = watching the 1st one, then straight to the 5th one, then Jurassic World HAHAHA
634359179881390080	neutral	@josh_wick you may have seen them: Mad Max, Jurassic World, Predestination, Area 51, Ex Machina, Kingsmen, What we do in the Shadows, ...
635307656861716480	positive	@shawsg hi, when will you have show times for Jurassic World (3d)? Excited about Aug 27th!
635411178945056768	neutral	Depending on what you thought of Jurassic World, you may or may not like this Kong: Skull Island news http://t.co/O6fKGCjAcO
635599883697815553	positive	Jurassic World was excellent the only way it could have been better is if @nlyonne was Karen &amp; Claire's 3rd sister http://t.co/TmmcliThHY
635709906650288128	neutral	Still unbelievable that Jurassic World is the 3rd highest grossing movie ever
635721807463497728	positive	The vine of Chris Pratt on the set of Jurassic World makes me happy, even if I saw it way back in May....
635988931960549376	neutral	I just saw a commercial that said Jurassic World opens Friday, am I missing something here?
636167154321227776	positive	Don't miss out on the free showing of the summer hit, Jurassic World, tomorrow, Wednesday in CC 121 at 4:00p.m. #NOVA http://t.co/tdZbgohJFy
636234739096133633	neutral	Still can't get over the fact Gordon and I went to see Jurassic World for the 2nd time after he forgot he saw it and I forgot I went w him
636243185342136320	positive	Jurassic World is back in @IMAX theaters for one week starting Friday! Who's going?!
636288395484893184	positive	@JoAnnRoss I kinda liked the 3rd one...my grandson loves them all. We've been to Jurassic World movie 3 times.
636347012498243584	positive	Jurassic World is coming back to theaters this Friday.   I might need to see it again
636644300642611200	positive	Chris Pratt would go to #TrueWolverine tonight and watch Jurassic World tomorrow night! WWCPD? http://t.co/3Lpe0C8Q9Y
636671433171668993	positive	Orientation may be coming to an end, but the semester is only beginning! Start it off with Jurassic World at 9pm! http://t.co/gqA9EjIEIP
636752961780056064	positive	Okay, so anyone going to come see Jurassic World with me in IMAX? https://t.co/M6EcCa5pIm
636885907858001920	positive	Tomorrow at 7:30pm is the Bulldog Welcome at Top Taggart! Afterwards relax and watch the free screening of Jurassic World #BulldogBeginnings
637111658159050753	positive	I just got paid this week. Tomorrow, Jurassic World is back in theaters in IMAX for one week. Coincidence? I think not.
637302048942387200	positive	Friday in #SylvanLake! Midway rides then Jurassic World outside on the big screen! http://t.co/VAtMaLdVjg http://t.co/wpaA3XrAgQ
637385987669274625	positive	Jurassic World is back in IMAX... Hmmm, see it tonight or tomorrow?... or both?
637487993171808260	positive	I just saw Jurassic World for the 7th time in theaters and yes it was worth every penny
637541389107134464	positive	I wanna go see Jurassic World for the 3rd time in IMAX...
637821095064813568	neutral	@ChaseEmory I may have mentioned that I had just came back from Jurassic World and was sleepy when TLing. I can't recall my thoughts.
638042298337656832	positive	@j_christley I was going to rib you for this, then I remembered my top ten still has "Jurassic World" and I sat down.
638093533308563456	positive	Playing Jurassic World while waiting to watch Jurassic World for the 3rd time #Winning
638138400248332290	negative	@Der_Lemke yeah I loved the 1st film and book. Was disappointed with Jurassic World (but I seem to be in a minority)
638351889176875008	positive	Thank you all that came out and enjoyed Jurassic World on Friday! We would love to see YOUR pics from Friday! #NSUBA #StudentAffairs
638365947477102592	positive	Going to see Jurassic World for the 8th time, but this time with my Dad
638563505034133504	positive	@prattprattpratt I just saw Jurassic World for the 3rd time I hope you honor my commitment
